Restaurant Name,Longitude,Latitude
Barbeque Nation,77.2413236,28.580749
Novelty Dairy & Stores,77.2439279,28.5837753
Caara Cafe,77.2225973,28.6274922
Cafe Coffee Day - The Lounge,77.22028926,28.62642941
Cafe Coffee Day,77.2198128,28.6290186
Costa Coffee,77.21958833,28.629035
Gulnar - Hotel Janpath,77.21879444,28.62175556
Kalpana Restaurant,77.220734,28.6285904
Meenas,77.2165193,28.6219039
Pizza Hut,77.2195131,28.62751063
Prince Chaat Corner,77.2185552,28.628809
Rajeev Restaurant,77.2166027,28.621945
RSVP,77.2170731,28.6212756
Samridhi,77.2167587,28.623172
Shan E Dilli,77.2209805,28.62913
Svasti Cafe,0.0,0.0
The Zest,77.21957177,28.62727844
Masala Library,77.2186451,28.6182446
Bhogal Chole Bhature Wala,77.22037341,28.62921603
Bunta Bar,77.2198128,28.6283018
Cafe Coffee Day The Square,77.2194865,28.626685
Cottage Caf�� by Smoothie factory,77.21970689,28.62590527
Depaul's,77.2186451,28.6289072
Fresc Co,77.2197229,28.6282932
Informal,77.220458,28.627044
Lutyens Cocktail House,77.2194535,28.6183217
McDonald's,77.21920632,28.62662923
Office Office,77.2196331,28.6269407
Pappu Chat Bhandar,77.2225973,28.6276714
The Beer Cafe,77.21962843,28.62913863
The Masala Trail,77.219697,28.62711
Chill House Kafe,77.2186451,28.627832
Connoisseur,77.20999705,28.62569483
Mahesh Chaat Corner,0.0,0.0
Pind Balluchi,77.2197229,28.6291892
Queen's Way,77.2181061,28.6284974
Sea Lord,77.2164893,28.6219815
52 Janpath,77.2196331,28.6271199
Cafe Southall,77.2205314,28.6272055
Saravana Bhavan,77.2195882,28.6270708
Tourist Janpath,77.2196051,28.6291434
Cafe Coffee Day,77.2865357,28.5377179
Cafe Punjabi,77.2872342,28.5373236
Chai Garam,77.2866593,28.5377077
Chai Shots,77.2862858,28.5398301
Chao Cart,77.2877168,28.53938
Deli Belly,77.2884959,28.5398033
Ego,77.2865123,28.5391313
Fresh n Refresh,77.2970413,28.5413666
Jack Po!tato's,77.2875272,28.5372187
Moti Mahal Delux,77.2875567,28.5373632
Pizza Hut Delivery,77.2866858,28.5377272
Riviera,77.2935319,28.5404503
Subway,77.2866755,28.5376733
Tamura,77.2874628,28.5374717
ANF Kitchen Express,77.2894195,28.5386022
Mumu Dahlin,77.294558,28.5398007
Startup Cafe,77.2895211,28.5382002
Starvin' Marvin,77.2978344,28.5436226
Wok On Wheels,77.2900843,28.5398573
Chai Mantra,77.2899644,28.5382385
Sagar Ratna,77.2882379,28.5398069
Paatra - Jaypee Siddharth,77.1758533,28.6427453
Eggspectation - Jaypee Siddharth,77.1758886,28.642764
Ano Tai - Jaypee Vasant Continental,77.16443762,28.55650347
Tapas - Jaypee Vasant Continental,77.16443762,28.55650347
The Old Baker - Jaypee Vasant Continental,77.16443762,28.55650347
Eggspectation - Jaypee Vasant Continental,77.16443762,28.55650347
Paatra - Jaypee Vasant Continental,77.16443762,28.55650347
Ambarsaria by Gourmet Affaire's,77.2383021,28.5364178
August Moon,77.2385844,28.5366985
Keventers,77.2385653,28.5364802
Moets Curry Leaf Express,77.2386159,28.5367169
Natural Ice Cream,77.2386106,28.5367441
34 Chowringhee Lane,77.1810079,28.5490023
Qureshi,77.16718253,28.54865293
Shree Ram Sweet Centre,77.1807722,28.5494286
Teflas,77.1656368,28.5474027
The Viraj Food Zone,77.1811526,28.5490027
RollsKing,77.1811374,28.5495565
Secular House Canteen,77.1783133,28.5441245
Amul Ice-Cream Parlour,77.1811823,28.5489782
Sunny Restaurant & Tiffin,77.1810026,28.5488714
Kerala Cafe,77.18089364,28.54979385
Veer Jee Restaurant,77.21763119,28.58429443
Oval Bar - JW Marriott New Delhi,77.121445,28.552895
Bakey Wish,77.2398107,28.5531043
Bikaner Namkeen Bhandar,77.2416379,28.5526774
Chhole Bhature Corner,77.2412786,28.5525536
Fresh n Frozen,77.2409194,28.5536849
Pind Punjabi,0.0,0.0
Sanjha Chulha,77.2411888,28.5538898
Shaan e Punjab,77.2402459,28.5571618
Cafe 27,77.2408296,28.5536763
MR.D - Deliciousness Delivered,77.2402908,28.556673
Pita Pit,77.236741,28.557442
Al-Malik Chicken Point,77.2360071,28.5563436
Amul Sweets & Bakery,77.2355758,28.5565383
Elements - Mapple Express,77.243649,28.553673
Food 24,77.2415481,28.5551789
Food Corner,77.241099,28.5527158
Food Master's Galley,0.0,0.0
Habibi Express,77.238586,28.555918
Hide Out Cafe,77.2408296,28.5536763
Moriarty Delivers,77.2401111,28.5535184
Big Chill,77.2421318,28.5527692
Maxims Pastry Shop,77.2421767,28.5527286
Uncultured Cafe & Bar,77.2412786,28.5526433
2 Nice 2 Slice,77.25765813,28.53853483
Aggarwal Bikaneri Sweets,77.251157,28.5441688
Aggarwal Sweet Corner & Restaurant,77.25511976,28.54153378
Aggarwal Sweets India,77.26001167,28.53451667
Aggarwal's Sweets Paradise,77.26306513,28.52530273
Aggarwal's Sweets,77.263331,28.52576
Anna Ka Dosa,77.25950785,28.53920667
Big Chow Xpress,77.26394121,28.53706949
Bikaner Sweets & Namkeen,77.25476302,28.52562912
Cafe Coffee Day,77.2563653,28.5409875
Cake Plaza,77.25926813,28.53930504
Crispy Tokri,77.25810573,28.54024549
De Royale Food's,77.25107197,28.54423341
Faasos,77.257337,28.537027
Fouji Da Vaishno Dhaba,77.25989409,28.53320649
Fun Bytes,77.251193,28.54442544
G's Patisserie,77.260126,28.537134
Giani,77.258148,28.54013
Gopals 56,77.25543889,28.54143056
Green Chick Chop,77.2537612,28.5421747
Heaven's Kitchen,77.2569098,28.53072249
Heavens Food Corner,77.25698889,28.53074722
Just Kababs,77.25312778,28.53283056
Keventers,77.2534918,28.5423284
Komal Kitchen,77.25608056,28.52827222
Kwality Sweets & Restaurant,77.25624796,28.52800925
Mehak Food Corner,77.25087617,28.54369031
Mr. Sub,77.25705095,28.54072765
Muradabadi Shahi Biryani & Chicken Corner,77.25120507,28.5442178
Muradabadi,77.25578628,28.52833711
New Radhe Radhe Snacks Corner,77.24575,28.53103056
Nirula's Ice Cream,77.25391286,28.5419405
Noor Restaurant,77.2553326,28.5415619
Paul's Homemade,77.2583896,28.5302637
Pinkom's Bar-Be-Que,77.2568858,28.5309441
Prince of China,77.25677937,28.54172876
Punjabi Corner,77.25065958,28.5437554
Punjabi Snacks,77.25814529,28.53519117
Quality Food Point,77.2634745,28.52588599
Radhe Shyam,77.2594998,28.53815752
Raj South Indian Food,77.25519444,28.54165
Roll Club,77.2520322,28.54306356
Shameem Kabab Corner,77.25657452,28.54185423
Shiv Dhaba,77.2519915,28.5429843
Silver Spoons,77.25765,28.535954
Takkar Dhaba,77.26170357,28.53804707
The Biryani Wallas,77.260126,28.537134
The Tuck Shop,77.25889722,28.53269444
Uncle Xpress,77.25539435,28.54166043
Vaishno Rasoi,77.2554673,28.5417988
Vatika,77.24925745,28.54313277
Walk To Italy,77.2552998,28.52858425
Behrouz Biryani,77.25938,28.537766
Big Dragon,77.25188736,28.54319403
Cafe Filter,77.25268575,28.54270391
Chowki,77.24800486,28.54287123
Circle Cafe and Bar,77.2528632,28.5422688
FreshMenu,77.257216,28.530672
Giani's,77.253107,28.542481
Gopal's 56,77.25814059,28.53444508
Instapizza,77.25816473,28.54019601
Just Vada Pav,77.25293074,28.54286122
Khidmat,77.2544796,28.5417947
Naivedyam,77.25427318,28.54195702
New Shere Punjab Dhaba,77.2570837,28.540697
Sant Sweets,77.25048993,28.54400044
Tikka- Way,77.25476695,28.5417806
Bake Bite,0.0,0.0
Chinese Chaat Corner,0.0,0.0
Chocofairies,77.2616631,28.5382626
Punjabi Rasoi,77.2510672,28.5446085
Punjabi Xpress,77.24908177,28.54347678
The Cake Factory,77.25578561,28.54201092
34 Chowringhee Lane,77.2071483,28.6809045
Annapurna Restaurant,77.2061353,28.6778705
BTW,0.0,0.0
Cafe Coffee Day,77.2072484,28.6817513
Chawla's Chic Inn,77.197804,28.6823671
Chennai Hot Cafe,77.2048113,28.6820522
Daawat E Mezbaan,77.20841881,28.67991553
Dessert in Desert,77.2066978,28.6819638
Domino's Pizza,77.1953759,28.67940137
Filmy Cafe & Bar,77.2012178,28.6834998
Firenze,77.2048445,28.6839604
Giani,77.19552509,28.68010437
Gullu's,77.207839,28.6770968
Manwhar,77.1982887,28.6819382
Midnight Hunger Hub,0.0,0.0
Mini Shop,77.2064283,28.6824755
Nine 75 Lounge & Bar,77.20048,28.6826214
Pradhan Ji Multi Cuisine Restaurant,77.2073715,28.6808616
Punjabi Chaap Corner,77.2050808,28.6821675
Sagar Ratna,77.1986842,28.6816581
Shiva Coffee & South Indian Fast Food,77.199757,28.6823852
The Ice Cafe,77.20695868,28.6815983
Tikka Junction,77.1890553,28.6780077
Trending Eats,77.2084945,28.6798964
Twenty Four Seven,77.2080453,28.6786891
Vikrant Cafe,77.1999533,28.6799319
Vishal Restaurant,77.2029247,28.675602
Badri Prasad Ramesh Kumar Caterers,77.2034689,28.6826461
Bistro,77.2075063,28.6806976
Chaudhary Sweets Corner,77.1963486,28.6772166
Chowringhee,77.20744444,28.68100278
Cones & Curries,77.208375,28.680111
Darvesh Corner,77.201128,28.6787442
Deez Biryani & Kebabs,77.2012178,28.6834998
Frozen Pan,77.20738649,28.6809212
Giani's,77.2082938,28.67999
Havmor Ice Cream,77.2083148,28.679521
Keventers,77.2062459,28.6826835
Manohar Bikkaneri,77.2027451,28.6763014
Manohar Bikkaneri,77.2066539,28.6779587
Nukkadwala,77.208147,28.680957
Om Di Hatti,77.1987024,28.6812887
Orange Tree Cafe,0.0,0.0
Rigo Noodles,77.20720008,28.68121151
Sethi's The Cake Shop,77.206069,28.6778732
Shake Square,77.2074165,28.6814952
Sharma Kachoriwala,77.1992414,28.6822359
Shawarma Wala,77.2075961,28.6808854
Shree Rathnam,77.2030146,28.6802681
Shri Bankey Bihari Brajwasi Rasgulle Wala,77.2006788,28.6812987
Sid's Kitchen,77.20699288,28.68162389
Subway,77.208225,28.6796019
Sweet Life By Henna,77.1934017,28.6709291
The Midnight Heroes,77.20392846,28.68086237
Urban Hub,77.2012628,28.6835489
Vaishno Chat Bhandar,77.2033739,28.6825417
Ved Dhaba,77.2054401,28.6777235
Veg Ex,77.173372,28.720838
Wokin Street,77.2083451,28.6801444
Yadav Namkeens & Bakers,77.2051282,28.6776821
Javed Chicken Corner,77.2079014,28.6766471
Kamal Chicken,77.196097,28.6689477
Singh Chinese Fast Food,77.1991559,28.6675893
Chill'm Bar & Cafe,77.2047215,28.6839245
Coffee & Cream,0.0,0.0
Chawla Di Hutti,77.07889594,28.51647834
Sher 'A' Punjab Bhojnalya,77.0784756,28.5161533
Guru Rakha,77.14673806,28.66228784
Shudh Vaishno Hotel,77.14636557,28.66223077
Kumar Samose Wala,77.14383926,28.66439777
Amigo's Deli,77.29406979,28.65678454
Ananda Food Express,77.29405772,28.65676424
Green Chick Chop,77.3054936,28.6511682
Khana Vaana,77.3027743,28.6534064
Momoholic,0.0,0.0
Nazeer Foods,77.3050378,28.6515495
Pind Balluchi,77.3047359,28.649656
Rumours,77.3024918,28.6475149
Spice Grill,77.3070793,28.6520694
Utopia,77.303195,28.6486474
Aroma Rest O Bar,77.302196,28.6484654
Cafe Shloka,77.3090365,28.6537039
Chawla's Tandoori Junction,77.3031754,28.6479181
Desi Villa,77.304534,28.6601143
Kanwarji's,77.3051329,28.6509065
Palomino,77.3079592,28.6528252
Raasa The Luxuriate Fine Dine,77.3094489,28.654069
Shiv Tikki Wala,77.3023084,28.6492275
The Barbeque Company,77.3011095,28.6461321
The Wrap Factory,77.3062599,28.6594593
Urban Punjab,77.3029072,28.6480355
Classic,77.3023672,28.6484283
Goosebumps,77.3020809,28.6467421
Adyar Ananda Bhavan,77.1952884,28.646476
Amma Mess,77.1919642,28.6470539
Amritsari Chaap Corner,77.18920413,28.65456149
Aroma Spice,77.18937848,28.64779259
Boheme Cafe Bar,77.1872922,28.6458903
Cafe Coffee Day,77.1968947,28.64590801
Chinese King,77.1875617,28.6457369
Chopsuey,77.1889094,28.6576903
Chowringhee,77.1868879,28.6458068
Crossroad Bar and Restaurant,77.1899106,28.6448625
Domino's Pizza,77.19380312,28.65824145
Giani's,77.1892688,28.6467961
Giani,77.19036754,28.65432847
Gulnar Bar Be Que,77.1838779,28.6455636
Kwality Bengali Sweets,77.20330585,28.65947151
Little Chef,77.18858656,28.64356644
M J Dosa Corner,77.1870226,28.6457749
Moolchand's,77.19397243,28.65203681
New Angaar Hyderabadi,77.18398858,28.64837929
New Frontier Hotel,77.1912316,28.649189
Oberoi Biryani,77.19076987,28.64568939
Om Ji Om,77.19484482,28.65377446
Om Saravana Bhavan,77.1877414,28.6464708
Pindi Meat,77.1962767,28.6494371
Punjab Sweet Corner,77.1894036,28.6462267
R1 Lounge,77.18532767,28.64555639
R1 Take Away,77.18557075,28.64546136
Raffles,77.1904368,28.6478036
Raj Sweets,77.20225945,28.65795725
Ramas Cafe,77.1919134,28.6473123
Sandoz,77.1924134,28.6484406
Sandoz,77.19053082,28.65404367
Shudh,77.190378,28.645475
Southy,77.1888196,28.6434385
Spicy by Nature,77.18850777,28.64772433
Spicy N Karara,77.1892688,28.6467961
Spooky Sky,77.19650377,28.64966566
Sri Krishna Udupi,77.1882805,28.6471494
Tempting Restaurant,77.1886399,28.6470942
The Smokin' Grill by The Flashback,77.18888596,28.64335635
Three Tuns,77.19822,28.6488288
Wah Ji Wah,77.19013385,28.65432818
Wow! Momo,77.1923236,28.6504028
Wrap & Roll,77.18873441,28.6436297
Anjlika Pastry Shop,77.1904368,28.6478036
Bakeology,0.0,0.0
Changezi Chicken,77.20037386,28.65492631
Chargrill Resto Bar,77.18920581,28.64902483
Chowringhee,77.19041716,28.64350406
Glenz Cafe N Bakers,77.18855,28.6471752
Happy2Bake,77.18687464,28.64575501
Nazeer Foods,77.1941204,28.6521871
Pakode Ki Dukaan,77.19434593,28.65306658
Peshawari Chicken Corner,77.19039503,28.65448764
Prem Dhaba,77.20031988,28.65494308
Ravi Raj Di Kulfi,77.1901673,28.649659
Shawarma King's,77.18897313,28.64337636
Shri Rama Restaurant,77.18914345,28.65951887
Sri Balaji,77.1907064,28.6455898
Standard Burfee,77.1928736,28.6507302
Subway,77.1892688,28.6467961
Suruchi,77.188527,28.647073
Tera Hotel,77.1911718,28.6491762
The Diet Kitchen,77.19195507,28.65337815
The Spot,77.191827,28.65317426
Wrapss,77.1905267,28.6435122
Wrapss,77.18890373,28.64338136
Al Naseem Foods Shawarma,77.2,28.66
Ganpati Bhoj,77.20509924,28.66188863
Pandit Dhaba,77.2032841,28.6585277
Red Chili Potato,77.2027979,28.65867981
Cafe Coffee Day,77.18823351,28.64438885
Jade Garden,77.18952768,28.64877767
Art of Spices,77.19061162,28.64349552
Sindhi Corner,77.19055898,28.65467653
The Feast House,77.18803234,28.64370267
Zaffran,77.2329263,28.556869
McDonald's,77.2293337,28.6676442
Captain Grub,77.2263032,28.5997542
M:Eat by Blanco,77.2273577,28.6005258
Omazoni,77.2252919,28.6004185
Prabhu Chaat Bhandar,77.2276721,28.6095619
Sugar & Spice - Le Marche,77.2270883,28.6003209
Big Chill,77.2274475,28.6006239
Big Chill,77.2275373,28.6005429
Amici Cafe,77.2272679,28.6008757
Azam's Mughlai,77.2260623,28.5999361
Boombox Cafe,77.2261003,28.5999579
Cafe Illuminatii,77.2269086,28.5999453
Cafe Turtle,77.2270883,28.600052
China Fare,77.2276954,28.5999935
Chokola,77.2265943,28.5997809
Cravings By Arshi Dhupia,77.2279864,28.6025572
Harry's Bar + Cafe,77.2267949,28.6001414
Khan Chacha,77.2273128,28.6007455
La Bodega,77.2275373,28.6003637
La Vie,77.227379,28.6007115
Latitude 28,77.2264353,28.5996365
Laziz Kabab (Subhash Restaurant),77.2259206,28.6006577
Mr. Choy,77.2268188,28.5997575
Public Affair,77.2265943,28.5997809
Qureshi Kabab,77.2280043,28.602474
Side Wok,77.2269984,28.5999538
Subway,77.2260104,28.5998597
t Lounge by Dilmah,77.2271332,28.6010869
The Blue Door Cafe,77.2269577,28.5999548
The Coffee Bean & Tea Leaf,77.2269984,28.6000435
Town Hall,77.2270521,28.6000351
Wok  In The Clouds,77.2275373,28.6005429
Cafe Coffee Day,77.2273075,28.6002736
Civil House,77.2273577,28.6002569
L'Opera,77.2261901,28.5997872
Mamagoto,77.2275373,28.6005429
Out Of The Box,77.2261901,28.5998768
Parallel,77.2265493,28.5997318
Perch Wine & Coffee Bar,77.2261901,28.5998768
Smoke House Deli,77.2269984,28.6000435
Smokey's BBQ and Grill,77.2274475,28.6007136
SodaBottleOpenerWala,77.2262463,28.6000106
The Artful Baker,77.2266392,28.5997404
The Big Chill Cakery,77.2257861,28.5998374
The Chatter House,77.2270883,28.6001416
Amaze Dining,77.1438291,28.6501384
Amritsari Naan & Kulcha,77.1391671,28.6461556
Bangla Sweets,77.1380354,28.6550605
Bj's Lounge & Cafe,77.136989,28.655071
BTW,77.1371133,28.6542971
Cabana's Kabab & Curry's,77.1466722,28.653603
Cafe Coffee Day,77.1358371,28.6543213
Chaap Point,77.1316231,28.6491551
Chicken Chilli Corner,77.130681,28.6489905
Chinese Dragon,77.1406718,28.6560415
Copper Restro Bar,77.1423902,28.6529002
Corner Sweets,77.1330407,28.6493759
D'Casa,77.1379553,28.6554914
Delhi 15,77.1407751,28.6556035
Dialogue Lounge & Caf��,77.1373231,28.6545957
Domino's Pizza,77.1374776,28.6546527
Flavours From Heaven,77.136123,28.6541881
Flavours Of Biryani,77.1312221,28.6474775
Flirty Momo's,77.1306854,28.6489945
Gedi Grill,77.14861963,28.65784633
Green Chick Chop,77.1321064,28.6497956
Indian Bites,77.1501141,28.6563972
Karan's Vaishno Dhaba,77.1311592,28.6489052
Le Swaadik,77.1313623,28.648918
Let's Meet Up,77.14399081,28.64679749
Madan's Kabab Centre,77.1312308,28.648963
Midnight Fries,77.1438903,28.6521954
Moradabadi Biryani,77.1306799,28.6489773
Namdhari's Icecream & Bakers,77.1300673,28.6522005
Pahariya Chicken Corner,77.1302026,28.6484901
Pahariya Chicken,77.1306672,28.6489962
Pappi Machhi Wala,77.1299154,28.6522777
Pizza Hut Delivery,77.1374915,28.6546474
Polka Cakes & Coffee,77.1366651,28.650206
Punjabi Joint,77.1422056,28.6553478
Rain Tree Grill,77.1384066,28.655369
Resunga Food Corner,77.1317062,28.6494447
Shri Ram Poori Wale,77.1407866,28.6570621
Supa's Restaurant,77.142172,28.6506233
Swad Fast Food,77.13043333,28.65249167
Syall Kotian Da Dhaba,77.1313127,28.6489309
The Krib,77.1384406,28.6557286
Turtle Bay,77.1362569,28.6543517
Yakooz,77.130674,28.6489739
Above & Beyond,77.1375537,28.6546314
Bawa Chicken,77.1428519,28.6552663
Chatore,77.1438814,28.6521899
Chocomore,0.0,0.0
Clay 1 Grill,77.1394952,28.6555949
Firangi Island,77.1519824,28.6575383
Jeet Chaat Bhandar,77.129287,28.6518949
Mr. Grill,77.1374755,28.6554434
Tikka Junction,77.1409427,28.6559956
Momos Hut & Chinese Food,77.1367382,28.6503488
Wah Ji Wah,77.1284425,28.6517775
Yo! China,77.1466423,28.6568197
Aapki Apni Rasoi,77.2862616,28.661112
Aapki Rasoi,77.2861883,28.6611167
Advance Bakery,0.0,0.0
Apni Rasoi,77.284295,28.66551167
Bakeyard,0.0,0.0
Bharat Chicken Inn Foods,77.27581099,28.65854624
Bobby Veg Corner,77.24231,28.57606
Brunch Point,77.2821,28.65905
Bunty Dhaba,77.273111,28.6590466
Chandni Chowk Ka Sonu Parathe Wala,77.2722581,28.658652
Chankya,77.2815054,28.6593514
Chaudhary Di Hatti,77.2814976,28.6602651
Cook Du Kdu,77.2882675,28.65986279
Daawat Restaurant,77.280646,28.65981866
Delhi Dairy,0.0,0.0
Domino's Pizza,77.2778171,28.6522731
Domino's Pizza,77.2788164,28.66104399
F 2 Pastry Shop,77.2812826,28.6602119
Food Villa,77.27833997,28.65951181
Goosebumps,77.2779662,28.6523602
Gulab,77.2836334,28.6592567
Health Buzzz,77.285347,28.65975
Jain Dhaba,77.2723274,28.6589025
Jeeta Kulfi Walle,77.279894,28.6596933
Kamal Meat House,77.2725723,28.6577411
Katyani Rasoi,77.2767835,28.652309
Magic Masala,77.2819196,28.6593873
Masala Magic,77.2815369,28.6592597
Mother Sweets,77.2843782,28.6579219
Panj Taara,77.2805179,28.6573761
Prince Fried N Grilled Chicken,77.2776449,28.652892
Punjabi's Veg Grill,77.2829867,28.6598057
Raja Chat Corner,77.2836092,28.6592244
Rajshree,77.2806076,28.6573846
Sachdeva Chicken Corner,77.2750291,28.6583725
Shree Rathnam,77.2814156,28.6602389
Sialkot,77.2781836,28.6515992
Singh-O-Singh Kebabs,77.28203908,28.65563419
Super Snacks,77.2794854,28.6595627
Tandoori Night,77.27633871,28.6588784
The Chaupal Bar And Restaurant,77.2833907,28.6598889
The Grill Point,0.0,0.0
The Roll Hut,77.2738859,28.6580718
Triveni,77.2731712,28.6565918
Gokul Foods,77.2780041,28.6519405
Papa Pizza,77.2855453,28.6575847
Aalishaan,77.28353441,28.65124712
Amritsari Chaat Bhandar,0.0,0.0
Bansal Foods,0.0,0.0
Bhatia Chinese Food,77.2821467,28.6551369
Break Fast Junction,77.28215106,28.65558682
Breakfast Hut,77.2822453,28.6555214
Buddy 's. Pizza,77.2825524,28.660629
Chai Garam,77.28349753,28.65748122
Deepu Fish & Chicken,77.2762894,28.6588582
deliKitchen,0.0,0.0
Dial A Cake,77.28099915,28.65655592
Fuel Diet Cafe,77.2842188,28.6576075
GO CHATZ With Breadz,77.2808326,28.6590094
Goldy Chat Bhandar,77.28,28.66
Green Chick Chop,77.27822732,28.65948063
Hungry Heights,77.2815094,28.6602512
Kebabish,77.2777796,28.6525016
Khalsa Dhaba,77.2730949,28.6590094
Khanna's Hot Pizza,77.2829523,28.6597564
Lets Eat Veg,77.2820172,28.6594361
Mitra Da Dhabha,0.0,0.0
Murliwala Bakers,77.285269,28.651044
Panjabi Chic-Shoppe,77.2833009,28.65997
Raj Petha Bhandar,77.2833458,28.660019
Ramlal Sweets,77.2777667,28.6530845
Sanjha Chula Baba Da,77.2832005,28.6600095
Sri Krishna,77.2831828,28.659873
Sugandh Corner,77.28492778,28.65814167
The Friends Cafe,0.0,0.0
The Muffin Girl,77.28106979,28.6578175
Rainbows,77.195496,28.523803
The Nest,77.1939597,28.5291758
Burger Head Quarter BHQ,77.1922337,28.5278024
Chez Jerome - Q Cafe,0.0,0.0
Mr. Billiken,77.1941204,28.5278927
Mulligan Cafe,0.0,0.0
Naya Adda,77.1918882,28.5280987
OCD - Online Cake Delivery,77.1954089,28.5231188
Puja Sandwich House,77.1954681,28.5231802
Ambersari Dhaba,77.23905969,28.57857977
Arabian Knites,77.24256869,28.57548265
Aryan's Rajasthani Pyaz Ki Kachori,77.24,28.58
Aviram's Chinese Kitchen,77.2428349,28.57509517
Bhagwan Sweets,77.24261798,28.57557569
Chawla,77.24215731,28.57518762
Chinese Hut,77.24129397,28.57850528
Flavourz,77.242238,28.578557
Lets Bake Love,77.240304,28.573524
Mahadev Dhaba,77.24246509,28.57534897
Sethi's Food Corner,77.24189311,28.57523591
Sethi's Restaurant,77.24015605,28.57749657
Sindhi Kulfi,77.24651657,28.56557384
Sri Kamakshi Vilas,77.24151291,28.57573998
The Midnight Hub - C,77.245041,28.57453
Anand Ji,77.24148139,28.57535368
Happy Hakka,77.23999545,28.57443534
Oberoi's,77.23870397,28.57748273
Relax Restaurant,77.24144083,28.57326317
Al-Rihan,77.24159539,28.57591488
All Day 99,77.2377796,28.575746
Anna Dosa,77.2415063,28.5752885
Chick Chicken House,77.23935641,28.57287833
Chicken King,77.2410469,28.5786022
Choco Kraft,77.23900907,28.57783516
Cocoalicious Delights,0.0,0.0
FNV,77.23922364,28.57852765
Food En Vouge,77.23921526,28.5786572
Food Junction,77.2533595,28.5690147
Gian Ji Punjabi Dhaba,77.2529469,28.569441
Govinda,77.2430561,28.5751889
Intermission,77.23870397,28.57748273
Karma Cafe & Lounge,77.2393918,28.5753454
Lotes Bakes,77.2427407,28.5753441
New Anna Ka Dosa,77.2529979,28.5694893
New Sethi's,77.24355239,28.57387443
Punjab Sweets,77.24115785,28.57857859
Shri Ram Dhaba,77.2423223,28.5755255
Standard Punjabi Food,77.24150252,28.57324197
Sunrise Bakery,0.0,0.0
Taste of Spice,77.2413122,28.5783107
The Celiac Kitchen,0.0,0.0
Aggarwal Sweet Corner,77.2437034,28.5690093
Behrouz Biryani,77.2433442,28.569244
Biryani Blues,77.2464874,28.5668537
Burger King,77.2430012,28.5693419
Domino's Pizza,77.241099,28.5701061
Gopal (Sindhi) Restaurant,77.246667,28.5659744
Kabul Delhi,77.2445117,28.5702514
Khan Chacha,77.241099,28.5701061
Pizza Hut Delivery,77.2466986,28.5674166
Punjabi Jaika,77.2380758,28.5716356
Rozy Restaurant,77.2428952,28.5694702
Taj Cafe,77.243883,28.5693849
Tewari Sweets,77.2462179,28.5666488
The Burger Hut & Cake Shop,77.24065,28.571408
Angel's Basket,77.2403585,28.5714391
Bikanervala,77.2390334,28.5710749
Haldiram's,77.2384048,28.5650991
Moon of Taj,77.2430159,28.5702313
Tongue Thai'd,77.2393235,28.5710548
Udupi Sai Sarover,77.2398417,28.5703451
Wagh Bakri Tea Lounge,77.2392131,28.5711817
K2 Multi Cuisine Restaurant,77.2373271,28.5717193
Tibet Kitchen,77.2452301,28.5638657
Baba Nagpal Corner,77.24065,28.5637888
Burger Street,77.158043,28.6920346
Dilli Zaika,77.1598506,28.6897195
Mughal Chic Inn,77.1580879,28.6862629
Nutrition Theka,77.1597056,28.6889256
Punjabi Chaap Corner,77.1613602,28.689127
Samosa Street,77.1576386,28.6916824
Shanu's Chicken Planet,77.16032244,28.69054589
Shanu's Food Shop,77.1602156,28.6906395
Bigbee,77.158043,28.6916764
Delhi 6 Cafe,77.1577799,28.690152
Lala Ji Sweets,0.0,0.0
MK's Chinese Food,77.1555845,28.6834348
Nirvana The Divine Kitchen,77.1595266,28.6889287
Preechen,77.1576386,28.6918615
Rahul Eggs,77.1627161,28.68711
7 Stick,77.2791263,28.631572
Aashirwad Restaurant,77.2846422,28.6367385
Amar Bakery,77.2828507,28.6340688
Apni Rasoi,77.2776898,28.6307187
Baked Buns,77.2731602,28.6301736
Banspi,77.2787671,28.634047
Benchmark,77.2761595,28.6305918
Bobby Tikki Wala,77.2784272,28.631536
Cafe Coffee Day,77.2855554,28.6363729
Cafe Coffee Day,77.2866228,28.6366215
Canteeno,77.278285,28.6315528
Chai Mantra,77.2813009,28.6342002
Chandni Chowk ke Mashhoor Makkhan Wale Paranthe,77.2791263,28.6333642
Chandni Chowk Parantha Corner,77.2773248,28.6312335
Chauhan Laxmi Sweets,77.2754966,28.6306728
Chawla's The Cake Room,77.2794854,28.6398502
China Town,77.2791124,28.6376483
Domino's Pizza,77.2787671,28.6318963
Faasos,77.2817105,28.6341612
Fast Trax,77.2842251,28.6386148
Finger Licious,77.2850649,28.6356053
Gulshan Pastry Shop,77.2853555,28.6358385
Handa's,77.2830396,28.6405769
Homely Delight,77.2827592,28.6391685
Jahangeer Foods,77.2846595,28.637565
Kaleva,77.2889229,28.6378972
Laxmi Vaishno Dhaba,77.2832549,28.6346399
Little Pleasure Restaurant & Cafe,77.2776898,28.6307187
Mauryan Multi Cuisine Restaurant,77.2825534,28.6413024
Mehta Food Junction,77.2846148,28.635231
Om Bikaner Wale,77.2841775,28.6352991
Ovenstory Pizza,77.281315,28.632793
Prasadam,77.2807048,28.6328809
Priyanshi Fast Food,77.2798618,28.6321211
Punjabi Tadka,77.2791913,28.639466
Pyaali,77.28276461,28.63415519
